4096 2048
1367 1569 2618 3239 3306 4080
368 394 751 1213 2024 2307
82 1353 2463 3110 3376 3907
371 512 1063 2190 2742 3836
247 871 935 1101 2453 3165
67 184 927 2220 3056 3418
259 291 652 985 1646 2866
267 2219 2842 2906 3206 3899
618 1974 2011 3573 3866 4038
1142 1840 2527 3264 3857 4030
662 889 913 1874 3694 3784
456 636 1000 2254 3034 3798
166 575 726 1208 1455 3699
257 1573 1830 2171 2590 4049
792 1280 1323 1372 3235 3358
631 767 854 1967 2765 3735
143 1027 2414 2475 3905 4010
179 584 1163 1365 2020 2658
271 288 1640 2445 3059 3800
30 1383 1633 1694 3766 3997
637 764 832 1031 1757 2566
570 1742 1953 2210 2328 3513
281 336 1427 1438 2975 3969
1401 2106 2917 3999 4039 4068
591 908 1246 1691 3167 3892
92 186 1596 2118 2951 3132
163 355 381 1171 2711 3492
772 1378 2030 2878 3078 4077
547 1734 2373 3177 3622 3938
151 1490 1901 2816 3243 3357
601 1181 1623 1923 2377 2420
65 465 1082 1592 2458 2962
1412 1447 2320 2633 3281 3733
1414 1444 1520 1568 2050 2067
367 1455 1458 2244 2460 3843
732 1398 2094 2106 3181 3841
221 456 1111 2680 3448 3701
987 1409 1615 1941 2147 3892
7 1388 2344 2834 3325 3870
908 1518 1708 1993 2073 3980
318 1281 2112 2337 2967 3915
421 644 1324 1764 3489 4008
257 1930 2528 3340 3683 4091
350 1485 2208 2738 2975 3803
204 2555 3123 3668 3731 4006
1783 2166 2436 3002 3483 3826
364 643 708 1148 1224 3150
1141 1312 1513 1699 2107 2861
969 1893 2309 3004 3353 3518
15 101 218 260 1401 3041
28 388 1518 1951 3173 3587
169 1240 1324 1446 2153 2893
444 913 989 1195 2315 2317
476 590 779 981 2895 3263
642 829 2336 2421 2532 3207
28 510 1482 1978 2144 3943
414 1120 1470 2306 2514 3266
1529 2815 2976 3141 3467 3741
181 1220 1654 2083 3611 3919
324 353 1270 2611 3725 3804
81 172 784 1330 2080 2523
161 1600 3729 3769 3829 4011
70 566 1771 2273 3211 3705
1059 2799 3230 3334 3454 3971
158 1730 1998 2225 3695 4048
2158 2247 2333 3367 3790 3876
1084 1186 1670 2312 2980 3719
847 2313 2320 2848 3927 3972
154 347 1756 2671 2762 3805
233 1376 1619 1891 3114 3479
873 1226 1964 2341 3057 3555
305 1370 2045 2215 2506 2639
329 435 1196 2397 3864 3877
170 920 1104 2851 3365 3681
140 312 1334 2006 2223 3812
1940 1945 2077 2316 2393 2578
131 920 1211 2383 3034 3969
867 967 1551 1628 1979 2517
426 1987 2318 2836 3146 3408
69 830 2340 2364 2451 3771
799 1359 1449 1806 2855 2915
965 1408 1786 2068 2499 3757
1517 1544 1819 2264 3854 3965
64 1491 1996 2568 2858 3558
519 905 1951 2216 2686 3601
58 349 652 752 773 3155
239 2457 2700 2940 3188 3563
199 385 553 1910 2030 3560
486 1036 2414 2853 3774 3886
954 1771 2063 2213 2393 2505
876 1354 1731 2225 2529 3444
1294 1764 2157 2685 2743 3660
1535 2173 2718 3057 3510 4042
1110 1223 1507 2370 2454 2640
95 1052 1165 1594 2478 3313
78 244 342 986 3199 3903
212 252 698 3437 3579 3736
155 1087 1725 1858 3129 3203
224 767 943 2610 3439 3481
43 101 1042 1394 2069 3824
575 1257 1558 3640 3839 3935
1448 1507 1792 1977 2370 2641
636 1652 1693 2090 2188 2527
97 487 2177 2352 2548 2993
22 1077 1193 2437 3752 3774
271 963 1093 2091 3822 4075
354 1311 1382 1761 1843 3757
1497 1513 2254 2433 3347 3406
43 647 1762 1890 2502 3143
1045 2119 2124 2199 3183 4042
1160 1250 1748 3363 3647 4090
347 469 659 694 1142 1437
366 696 807 1300 1541 1646
370 452 813 1149 1360 2833
355 462 965 1766 3455 3808
1277 2462 2560 2643 3194 3896
226 1159 1777 2827 3173 3651
1354 1610 1739 2387 3777 3989
573 814 1049 3070 3191 3933
693 705 1022 1463 3364 3416
297 2252 2881 3044 3550 4093
278 352 1727 2857 2988 3561
1552 1606 1761 2234 2968 3033
1563 1614 1617 1659 3742 3932
1483 1943 1948 2169 2248 3519
72 359 1174 1522 1915 2760
1762 2301 2525 3305 3631 3974
1073 1336 1654 2097 2841 4082
4 522 934 1107 1926 2032
568 766 1447 1914 2723 3322
100 1721 2109 2980 3170 3584
188 208 605 1382 3486 3542
18 505 865 885 2686 3336
1881 2251 2999 3202 3438 3687
620 1194 1734 2526 3186 3965
179 508 2922 3141 3621 3837
474 963 2329 2808 3456 3949
98 1223 1968 2153 3825 4023
206 478 1508 1653 3794 3882
1715 1878 3225 3497 3874 3898
211 1243 1647 2824 2962 3808
557 2520 2551 3259 3431 3958
1229 2881 3094 3247 3353 3940
125 966 1180 2773 3504 3852
446 1287 2762 3249 3496 4060
660 1677 2054 2524 2768 3256
1270 1383 2004 2637 2811 3949
974 1384 1759 1965 1992 3941
763 2274 2998 3495 3590 3797
29 108 187 407 1475 2486
419 869 1514 3032 3464 3703
100 1337 1776 1912 2359 2725
124 216 608 1707 3123 3626
396 2245 2253 2409 3417 3924
508 1738 1816 2209 2255 3872
441 494 1119 1778 3299 3372
786 1351 1880 2626 3227 3346
279 791 2074 2234 3551 3680
317 537 549 1865 1885 3586
1280 1584 2008 2174 2620 3333
31 1051 2358 2500 2662 2888
319 527 1008 2224 2896 3616
1166 1604 1995 2659 3566 3787
487 498 1480 3253 3971 4091
2912 2919 3639 3883 3918 4089
1544 2249 2300 2419 2697 4054
911 1643 1743 2230 2335 3054
1274 1673 2674 3194 3524 3796
534 1035 1639 2014 3861 3928
1155 1821 2982 3605 3706 3764
1036 1137 1239 1290 2938 3343
1885 2095 2123 2398 2534 3450
824 985 1047 1567 1877 4070
459 956 1470 2986 3706 3960
598 841 1381 1690 3099 3601
51 1589 1880 1927 2365 4080
238 2300 2382 2646 2991 3711
70 2803 2933 3178 3398 3952
323 414 866 1016 2472 2878
230 788 919 1856 1881 3257
703 2124 2284 2761 2946 3398
859 1246 2726 3136 3199 3208
124 648 977 979 2413 3421
816 1061 1177 1785 3298 3946
86 769 1925 2059 3160 3897
928 1070 2132 2744 3794 3944
554 686 997 2286 2350 2865
329 2079 2519 2989 3374 3460
261 563 1384 1958 2154 2617
262 1610 1634 2585 3536 3762
109 417 1027 1079 3100 3510
399 411 669 1562 2722 2959
251 477 2261 2604 3605 3993
780 955 961 1508 2804 3223
685 1089 1370 2338 2347 3321
946 1343 1531 1900 2187 2891
1267 2834 2877 3047 3423 3806
766 2562 2842 3067 3596 3791
1253 1595 2802 2807 3013 3399
185 514 1009 1070 2246 2525
33 1439 2233 2252 3079 3862
32 1886 1975 2218 2507 2926
248 372 2617 2623 2927 3720
117 135 1679 1946 3197 3350
231 499 2429 3088 3542 4008
235 371 1244 1461 1978 2518
166 198 1542 1655 1762 2660
1099 1207 1347 1456 1774 3418
1515 1579 1591 2385 2629 3678
892 1371 1559 1733 2892 3117
1487 1760 2406 2418 3863 4050
467 828 1945 3272 3278 3280
9 777 790 1502 2144 2166
1411 2150 2582 3078 3852 4002
126 481 568 2239 3324 3479
300 1750 2085 2102 2133 2321
341 892 998 2673 2731 2920
580 962 1801 2079 2616 3247
1304 1404 2258 2799 3027 3638
1632 2964 3584 3821 3981 4001
80 344 659 2853 3392 3935
693 900 1034 1358 2899 3045
367 667 1115 1342 1846 2633
1896 2053 2702 2790 3441 3557
541 1064 1366 1718 2329 2849
1582 1664 1829 2813 3375 3379
30 665 846 1821 1853 3162
286 871 1499 2290 2439 3335
62 1467 2178 3035 3120 3337
38 621 1888 2107 2948 3775
313 2400 2985 2998 3208 3304
147 1837 2301 2577 3713 3908
1167 1400 1536 1627 2893 3400
150 1341 1406 2085 2782 3267
891 1872 1928 2297 2919 3606
619 664 1058 1710 2598 3377
822 2828 2836 3080 3181 3373
1216 1298 2126 2212 2275 4037
361 748 960 1723 2875 3871
567 2092 2597 3051 3507 4071
1515 1845 1989 2345 3302 3600
1679 2646 3414 3591 3868 4002
1462 1979 2391 2409 2780 3427
215 1215 1304 1929 3104 3855
263 2581 2652 2877 3751 3937
2109 2185 2202 2474 3785 3786
264 578 881 1349 1619 2388
980 2432 2580 2776 3304 3886
23 218 688 1176 1519 1606
240 2121 2177 3318 3412 3557
267 747 1960 1969 2102 2108
758 1116 1226 1601 3583 3882
623 765 794 2560 2592 3396
645 761 762 1801 2504 3593
603 922 1192 2391 3888 3987
6 1283 2269 2605 2903 3058
895 2001 3229 3746 4084 4087
361 795 2052 2701 2738 3176
1404 2910 2917 3341 3551 4066
287 507 1760 3161 3254 3500
1303 1791 2647 2865 2994 4057
93 598 1227 1433 2787 4065
113 122 785 818 1795 2483
1011 1187 1219 2035 2863 3748
857 1917 2523 2627 3373 3473
104 427 633 645 1703 2507
125 1629 1723 2049 2708 2854
1509 1793 2870 2883 3547 3782
157 1085 1274 1908 2809 3078
225 1078 1570 2268 2642 3873
1108 1248 2634 2950 3254 3644
2260 2763 2890 3213 3435 3596
180 220 301 796 2296 3805
20 528 809 2021 2195 3452
671 1057 1123 1323 2952 3125
379 681 1550 1582 3467 3508
10 320 1161 2817 2971 3643
954 1082 2188 2795 3227 3895
932 1150 2587 2849 2915 3981
51 854 2415 3179 3769 4068
469 2309 3102 3304 3937 4033
504 546 812 1064 1266 1440
1260 2192 2561 3073 3432 3814
734 2337 2460 2995 3546 3672
437 909 1165 2015 2443 3006
60 118 200 735 1486 2401
107 1498 1863 2703 2998 3461
122 760 981 1807 2807 3670
165 2002 2403 3041 3828 3920
79 625 3165 3468 3519 3610
956 982 1080 1792 2446 3771
270 965 1617 1744 2138 2698
373 1066 1273 1576 2152 3563
72 629 1664 2648 2821 3216
717 1290 2082 3231 3670 4030
994 1620 2059 2126 2827 3620
59 243 1904 1942 2523 3759
904 1458 2537 3335 3728 3947
42 2242 2512 2600 2705 3666
211 383 1383 1473 3112 3820
515 993 2424 2485 2738 3294
339 1775 2166 2388 2796 3570
455 1844 2537 2858 2952 3359
294 1169 1866 2112 2357 3394
68 1446 2480 2706 2995 3673
345 430 2767 3260 3930 4009
566 839 1627 1769 3186 3858
158 1599 2042 3180 3285 3476
1020 1464 1577 2615 2850 3998
690 3000 3154 3270 3652 4060
424 497 523 925 2937 3919
683 1505 1743 1819 2511 3849
274 1680 1969 2214 3115 3134
408 460 1303 1708 2495 3834
395 484 1376 2145 2655 3732
1153 2189 3339 3497 3902 3940
1124 2237 2351 2721 3070 3694
101 186 431 1420 1459 1987
797 1843 2335 3181 3274 3983
139 712 868 1115 1683 3628
561 755 1051 1637 2981 3185
523 701 1566 2832 3566 3589
372 642 2038 3351 3577 4005
399 700 707 1751 2163 3297
552 664 1738 2864 3436 3982
497 651 930 995 2444 3145
688 2047 2510 2775 2806 3454
608 1605 1944 2064 2922 3098
203 686 875 2937 3037 3665
143 278 2673 2748 3218 4057
325 1405 3086 3097 3268 4032
64 663 1162 2213 3065 3657
53 131 1849 2202 3998 4035
2665 2830 2959 3336 3838 3956
44 567 616 673 2956 3686
132 545 824 2141 2590 3233
1151 1236 1735 2105 2207 2608
390 463 1714 2254 2314 2966
196 728 1003 1535 2020 2891
880 1375 1799 2926 3101 3589
1957 2134 2597 2624 2693 3845
260 269 1000 1418 3534 4011
170 269 313 628 1464 3801
938 1104 1180 1900 2389 3193
344 835 2066 2434 2469 3308
661 741 1283 1464 2096 3484
908 1460 1574 2265 2670 3137
363 1339 1855 2113 2449 4079
162 402 447 1346 2820 2912
239 928 1860 2003 3046 3241
812 2412 2728 3269 3603 3724
156 338 1430 1698 2771 2996
1566 1742 2461 2542 3429 3503
110 1218 1380 1611 1680 3864
42 111 2129 2325 2431 3545
750 1875 2281 2655 3286 3875
652 1622 2372 3147 3523 3921
1740 2184 2669 3159 3506 4069
212 362 1824 2053 2871 3196
817 839 1239 3529 3580 3915
743 1203 1387 1403 2238 2788
757 1396 1958 2214 2239 3765
1070 1105 1938 3421 3883 3926
1295 1426 1529 3228 3490 3991
1838 1840 2545 3824 3860 4014
17 110 340 1895 2526 2681
1127 1766 1920 2005 2825 3120
1076 1615 1731 2513 2882 3146
243 724 1563 2218 2414 3465
65 563 665 1499 1642 3128
626 1283 1601 2437 2495 3924
69 275 1117 3265 3520 3521
475 545 700 923 1811 3089
719 1015 1573 1653 2977 3336
169 1113 1187 1532 2531 3251
98 1504 1914 2010 2059 2623
1177 1822 2689 3110 3542 3980
110 234 1184 1463 2304 2401
17 59 1331 2717 2943 3278
1891 2355 2813 3756 4046 4059
884 1845 2024 2846 3463 3716
617 1261 2290 3010 3588 3993
310 901 1863 1873 2131 3615
105 844 1589 1859 2416 3466
232 1771 1893 3291 3664 3763
311 736 805 937 2186 2793
352 1302 1542 1950 3717 3783
1307 1355 1415 2680 2729 3150
782 1788 2121 2422 2717 3296
52 1879 2338 3530 3545 3572
183 1052 1952 2163 2757 3894
1167 1816 2114 2477 3416 4053
509 2290 3168 3279 3320 3761
100 2685 3462 3544 3851 3905
160 510 1607 1836 3948 4058
891 1065 1161 1494 3359 3944
811 1072 1812 2085 2603 3419
141 1981 2356 2596 3712 3910
245 575 1905 1945 2379 2405
891 1131 1516 1963 2441 3462
480 1924 2226 2455 2823 3198
369 882 1724 2289 2601 2776
288 690 1415 2343 3131 3930
139 218 623 2986 3060 3703
662 1826 1929 2679 3257 3388
759 1036 1246 1252 1648 4003
289 296 1188 1851 3124 3556
134 873 1852 2227 2582 2942
454 1011 3456 3524 3642 4040
236 359 1245 1793 3802 3917
600 789 1593 2490 2860 3711
217 1185 1913 2426 3810 3987
224 577 2469 2910 3187 3558
1493 1775 2236 2619 2901 3578
533 1067 1222 1609 2197 3122
188 265 393 1536 2364 2751
679 1301 1911 3471 3611 3691
492 800 1204 1763 2766 4051
16 773 858 1939 2734 3013
195 257 1347 1571 2075 3092
92 786 1329 1805 2833 3175
2211 2386 2675 3178 3482 3526
1739 1918 2969 3286 3307 3852
175 1180 3171 3211 3658 4034
235 519 774 1530 2081 2833
259 785 1060 1508 3234 4039
315 1961 2049 3003 3029 3113
295 470 930 1078 1637 2759
17 154 241 448 3040 3793
494 1107 1727 2388 2405 3457
117 247 280 765 1291 1377
153 326 1062 1284 2642 3734
161 724 739 826 1975 2478
338 1328 1419 2524 2585 3253
745 1183 1264 1546 1569 2142
972 1155 1532 2392 2525 3360
312 2554 3326 3334 3840 3908
63 1049 1120 3609 3677 3806
952 1577 1633 1661 1996 2733
1156 1988 2764 3473 3567 3794
1170 1181 2217 2472 2700 3397
910 1233 1721 2279 2297 3985
426 2018 2404 2965 3779 3957
122 1472 2203 2319 2512 3469
605 770 1422 1661 1997 3223
116 565 872 1509 3704 4045
258 451 1188 2839 3209 4004
495 799 1312 2514 3583 3672
1069 1913 2900 3203 3517 4059
81 699 790 1834 2931 3032
655 677 723 1990 2312 2895
37 289 781 841 1814 3413
1478 1867 1926 2745 2890 3433
1160 1703 1884 2627 3112 4035
711 877 1268 1823 1917 2909
126 475 2774 2779 3611 3964
890 996 2027 2031 2232 3184
793 1750 1781 2607 3854 3949
855 1209 1245 2213 2571 3191
250 1129 1359 1695 1873 2100
113 213 453 632 1768 2844
105 391 569 753 1484 3460
137 504 684 2162 2691 3282
691 729 1591 1689 2223 2517
882 1300 1802 2404 3397 3405
1085 1562 1658 1856 2822 3147
429 433 1172 1393 1976 3770
36 453 571 2205 2211 3996
188 1525 1877 2236 3204 3947
987 1309 2005 2608 3789 4095
95 305 1059 2540 3033 3184
90 1212 1561 2546 3310 3715
371 918 1081 1299 1310 2413
585 1276 1555 2941 3102 3656
1062 1186 3034 3250 3313 3549
197 1554 1865 3906 4027 4049
106 644 695 1392 2362 2438
308 1107 1657 2520 2575 2733
1194 1334 1549 2999 3157 3645
93 236 1743 2248 2885 3288
1368 1568 1752 2249 3262 3609
1025 1267 1635 2219 2398 3065
788 1701 1855 2656 2982 4007
158 994 2378 2638 3896 3936
1229 1272 2506 3294 3568 3707
1496 1919 2369 3111 3405 4016
1588 1773 1846 2412 2488 2911
311 726 1404 1591 2443 2529
485 492 564 3582 3638 4032
1388 2564 3273 3425 3659 3742
152 544 1267 1269 1672 3276
997 1281 1852 2350 2582 3315
1692 1786 2892 2894 3527 3614
1130 1172 2250 3440 3619 3799
436 1256 1597 1790 1886 3090
336 746 951 2336 2394 2722
1199 1445 1973 2063 3276 3316
375 507 830 1069 1155 2731
473 587 898 1868 2595 2862
292 1241 1401 1707 2777 3190
540 909 1096 1600 1702 1738
301 1547 1668 1991 2541 3712
441 1565 2564 3016 3054 3135
603 1676 2116 2123 3073 3871
504 1662 1862 2524 3085 4058
209 568 722 881 2119 2178
450 574 1373 2594 3371 3487
280 356 1879 2500 2916 3884
899 1229 1381 1933 3361 3548
656 1577 2358 3182 3258 4094
1360 1832 2503 2821 2849 3615
788 810 1684 2310 2639 3275
1159 1162 2035 2354 2589 3520
722 1031 1699 1906 2757 4071
1335 1878 2408 2491 3327 3713
683 953 1632 3016 3076 3357
214 1095 1533 3380 3498 3820
1581 2246 2400 2721 3204 3687
429 867 1396 2241 2929 3440
470 737 1827 2700 3027 3220
942 1278 2129 2990 3421 3686
752 1000 1005 2612 3553 4012
1133 2599 2929 3001 3512 3685
1551 1594 3388 3561 3730 3921
286 555 1337 2010 2198 3538
189 808 1514 2252 2956 3346
2108 2389 2580 3013 3273 4042
39 357 2002 2905 3504 3646
952 1043 2447 3323 3453 3745
912 1715 1964 3696 3753 3904
